% 1. Title: Adversarial Recognition MNIST
% 
% 2. Sources:
%      (a) Creator: Melanie Ducoffe
%      (b) Date: March, 25, 2017
% 
@RELATION adversarial_fisher

@ATTRIBUTE pred0  NUMERIC
@ATTRIBUTE pred_min  NUMERIC
@ATTRIBUTE pred_max  NUMERIC
@ATTRIBUTE model_max  NUMERIC
@ATTRIBUTE ensemble_max  NUMERIC
@ATTRIBUTE class        {0, 1}
@DATA
0.702701,-0.496452,0.497315,0.999989,0.502674,0
0.505685,-0.323128,0.38573,1.0,0.61427,0
0.0145022,-0.00547339,0.0125988,0.999994,0.987395,0
0.00104801,-0.000399845,0.000901043,0.999992,0.999091,0
0.302628,-0.140771,0.25188,0.999992,0.748112,0
0.00113584,-0.000556113,0.000961423,0.999996,0.999034,0
0.0138019,-0.00954438,0.00996172,0.999994,0.990032,0
0.0181628,-0.00980165,0.0147966,0.999994,0.985197,0
0.0443076,-0.0263261,0.0350516,0.999994,0.964942,0
0.0236666,-0.00736066,0.0209078,0.99999,0.979082,0
0.000124299,-8.78681e-05,8.79169e-05,0.999999,0.999911,0
0.00028594,-0.000148725,0.000230193,0.999999,0.999769,0
0.463429,-0.314176,0.33973,0.99999,0.66026,0
0.338068,-0.184814,0.270411,0.999987,0.729577,0
0.0992624,-0.0700029,0.0703743,0.999993,0.929618,0
0.295269,-0.204066,0.213234,0.999992,0.786758,0
0.759946,-0.506541,0.563627,0.999993,0.506544,0
0.0479437,-0.0284535,0.0376858,0.999994,0.962308,0
0.00687173,-0.00363392,0.0057041,0.999993,0.994289,0
0.0451564,-0.0315993,0.0322515,1.0,0.967748,0
0.0182902,-0.00816817,0.0151762,0.999988,0.984812,0
0.00131771,-0.000907696,0.000954449,0.999997,0.999042,0
0.00931851,-0.00648418,0.00669116,0.999997,0.993306,0
2.13292e-07,-1.16271e-07,1.78814e-07,1.0,1.0,0
0.0346004,-0.019152,0.0277459,0.999997,0.972251,0
0.10699,-0.0643492,0.0835975,0.999976,0.916379,0
0.0774489,-0.0537478,0.0557454,0.999991,0.944246,0
0.00373436,-0.00240088,0.00283074,0.999995,0.997164,0
0.000643912,-0.000208734,0.000567675,0.999994,0.999426,0
0.000988005,-0.000484645,0.000822127,0.999995,0.999173,0
1.27521,-0.897491,0.905876,0.999993,0.897494,0
0.0373623,-0.0174627,0.0317888,0.999994,0.968205,0
0.0150409,-0.0102292,0.0110034,0.999994,0.988991,0
1.10159,-0.775264,0.782565,1.0,0.775264,0
0.434989,-0.281156,0.329089,0.999995,0.670906,0
7.55023e-05,-3.03784e-05,6.53267e-05,1.0,0.999935,0
0.224977,-0.1587,0.159464,1.0,0.840536,0
0.00170049,-0.000593079,0.00146723,0.999999,0.998531,0
0.0101279,-0.00706402,0.00725716,0.999996,0.992739,0
0.000174849,-7.40614e-05,0.000142932,0.999982,0.999839,0
0.0907334,-0.056285,0.0698949,0.999993,0.930098,0
0.143931,-0.0962168,0.106545,0.999995,0.893449,0
0.0825125,-0.049327,0.0644962,0.999996,0.9355,0
0.000660121,-0.000471416,0.000461996,0.99999,0.999528,0
0.0721049,-0.047547,0.053843,0.999992,0.946149,0
0.456655,-0.322901,0.322907,1.0,0.677093,0
0.00166003,-0.00117527,0.00117236,0.999997,0.998825,0
0.000165599,-6.88861e-05,0.000137269,0.999996,0.999859,0
0.0028172,-0.00172534,0.00219232,0.999991,0.997798,0
0.00580374,-0.00255759,0.00482994,0.999997,0.995167,0
0.00127831,-0.000896991,0.000910699,0.999992,0.999081,0
0.0057027,-0.00380036,0.00423056,0.999993,0.995763,0
0.00449306,-0.00236208,0.00371367,0.999996,0.996282,0
0.247549,-0.0922118,0.214915,0.999993,0.785078,0
0.0320929,-0.0167218,0.0264513,0.999987,0.973536,0
0.0544242,-0.0343341,0.0416523,0.999996,0.958344,0
0.000669033,-0.000400563,0.000525534,0.999995,0.999469,0
0.00727829,-0.00481051,0.0054388,0.999995,0.994556,0
0.0072195,-0.00266363,0.00637293,0.999988,0.993615,0
0.00386278,-0.0026595,0.00279826,1.0,0.997202,0
0.716344,-0.504415,0.508622,0.999994,0.504418,0
0.0641866,-0.0426023,0.0477869,0.999997,0.95221,0
0.0564138,-0.037559,0.0419576,0.999995,0.958038,0
0.0604194,-0.0426818,0.0427641,0.999995,0.957231,0
0.00992069,-0.00555159,0.00793254,0.999992,0.992059,0
0.00416995,-0.00269162,0.00315702,0.999996,0.996839,0
0.254168,-0.17877,0.180667,0.999994,0.819326,0
0.220735,-0.106324,0.181111,0.999994,0.818883,0
0.0376028,-0.0262524,0.0269187,0.999997,0.973078,0
0.745353,-0.344329,0.61416,0.999993,0.385834,0
0.00349486,-0.00194646,0.00282204,0.999992,0.99717,0
0.0351392,-0.0247013,0.0249911,0.999995,0.975004,0
0.673282,-0.392345,0.535171,0.999991,0.464821,0
0.228769,-0.151452,0.170734,0.999987,0.829253,0
0.494525,-0.313296,0.377243,0.999997,0.622753,0
0.144301,-0.0700358,0.120939,0.999993,0.879055,0
0.0873841,-0.0329324,0.0743519,0.999994,0.925642,0
0.00596916,-0.00261567,0.00492901,0.999994,0.995065,0
0.0802465,-0.0478497,0.0632498,0.999991,0.936742,0
0.0274111,-0.0141153,0.022669,0.999993,0.977324,0
0.0216713,-0.0134788,0.0167971,0.999996,0.983199,0
0.00420824,-0.00270812,0.00319487,0.999993,0.996798,0
0.0153919,-0.0104841,0.0112559,0.999992,0.988736,0
0.00974185,-0.00491982,0.00809503,0.999991,0.991896,0
0.18005,-0.119113,0.134477,0.999995,0.865518,0
0.0341512,-0.0164072,0.027773,0.999991,0.972218,0
0.89094,-0.622609,0.637119,0.999995,0.62261,0
0.00367011,-0.00124876,0.00319427,0.999994,0.9968,0
0.205342,-0.0865193,0.168381,0.999988,0.831607,0
0.456735,-0.321171,0.324729,0.999995,0.675265,0
0.0205811,-0.0105612,0.0168145,0.999994,0.983179,0
0.0619863,-0.0438124,0.0438494,0.999995,0.956145,0
0.220694,-0.123291,0.178715,0.999993,0.821278,0
0.000396672,-0.000246389,0.000305474,1.0,0.999695,0
0.452262,-0.31141,0.327622,0.99999,0.672368,0
0.0112774,-0.00746113,0.00840443,1.0,0.991596,0
0.075162,-0.0454693,0.05843,0.999994,0.941564,0
0.0106152,-0.00731612,0.00768691,0.999984,0.992297,0
0.000700874,-0.000479597,0.000510216,1.0,0.99949,0
0.486091,-0.342911,0.344522,0.999995,0.655473,0
0.00656807,-0.00462209,0.00466639,1.0,0.995333,0
0.302112,-0.210841,0.216358,0.999995,0.783637,0
0.131578,-0.0503868,0.114115,0.999991,0.885876,0
0.0581615,-0.0323463,0.0475838,0.999992,0.952408,0
0.0205972,-0.014082,0.0150142,0.999992,0.984978,0
0.00973047,-0.00379665,0.00848895,0.999987,0.991498,0
8.74837e-05,-5.72575e-05,6.58631e-05,0.999995,0.999929,0
0.257937,-0.108298,0.225638,0.999994,0.774357,0
0.0296719,-0.0187187,0.0226842,0.999992,0.977308,0
0.11319,-0.0733722,0.0853595,0.999993,0.914633,0
0.00273066,-0.00183291,0.00201899,0.999993,0.997974,0
0.0318218,-0.0213807,0.023477,0.999994,0.976517,0
0.0363625,-0.0197334,0.0294831,0.999993,0.97051,0
0.000539573,-0.000267663,0.000442803,0.999994,0.999551,0
0.132062,-0.0881864,0.0981081,0.999994,0.901886,0
0.0238305,-0.00928459,0.0212126,0.999984,0.978771,0
0.0772492,-0.0362796,0.0652195,0.999989,0.934769,0
0.877574,-0.329267,0.742469,1.0,0.329267,0
0.0580127,-0.0408229,0.0412177,0.999994,0.958776,0
0.140955,-0.0839718,0.111036,0.999985,0.88895,0
0.094036,-0.0603234,0.0712987,0.99999,0.928691,0
0.000690569,-0.000430568,0.00053376,0.999994,0.999461,0
0.391399,-0.271475,0.281857,0.999988,0.718131,0
0.0380165,-0.0254206,0.0281963,0.999994,0.971797,0
0.0137831,-0.00849616,0.0107439,0.999996,0.989252,0
0.0237942,-0.0163626,0.0172526,0.999992,0.98274,0
0.163142,-0.114751,0.115962,0.999992,0.884031,0
0.0116866,-0.00821552,0.00831109,0.999998,0.991687,0
0.238312,-0.167957,0.169063,0.999992,0.830928,0
0.102006,-0.0502541,0.0826632,0.999996,0.917333,0
0.032231,-0.0221411,0.0234066,0.999992,0.976586,0
0.392157,-0.277283,0.27731,0.999989,0.722679,0
0.00834763,-0.0054868,0.00626945,0.999991,0.993722,0
0.565051,-0.399033,0.400068,0.999991,0.599923,0
0.000687982,-0.000468551,0.000503123,0.999992,0.999489,0
0.00349792,-0.00246775,0.00247902,0.999993,0.997514,0
0.189122,-0.120322,0.145087,0.99999,0.854903,0
1.26987e-06,-8.35014e-07,9.53674e-07,1.0,0.999999,0
1.36076,-0.960005,0.964396,0.999993,0.960011,0
0.152602,-0.0846089,0.124699,0.999994,0.875295,0
0.0991963,-0.0682657,0.0719293,0.99999,0.928061,0
0.00616664,-0.00302634,0.00510222,0.999992,0.994889,0
0.121259,-0.0854872,0.0859967,0.999994,0.913997,0
0.0334886,-0.0215071,0.0254326,0.999994,0.974561,0
0.29355,-0.207336,0.207805,0.999994,0.792189,0
0.0109484,-0.00758461,0.00789338,0.999993,0.9921,0
0.0621911,-0.0329022,0.0514782,0.999997,0.948518,0
0.00569567,-0.0037935,0.0042361,0.999993,0.995757,0
0.938074,-0.588653,0.719236,0.999994,0.588658,0
0.0968992,-0.0669028,0.0700367,0.999997,0.929961,0
0.00171404,-0.00114704,0.00127155,0.999997,0.998725,0
0.312978,-0.146871,0.254988,0.999993,0.745005,0
5.18872e-06,-3.09842e-06,4.05312e-06,1.0,0.999996,0
0.00455049,-0.00275327,0.00358993,0.999996,0.996406,0
0.102994,-0.049363,0.0876766,0.999989,0.912313,0
0.000529156,-0.000252885,0.000433743,0.999993,0.999559,0
0.0836952,-0.0588054,0.0595509,0.999992,0.940441,0
0.0469359,-0.0232121,0.0381693,0.999993,0.961824,0
0.00930532,-0.00622507,0.00688511,0.999997,0.993112,0
0.00319209,-0.00115412,0.00279707,0.99999,0.997193,0
0.501663,-0.346608,0.362338,0.999974,0.637637,0
0.478181,-0.322541,0.351849,0.999994,0.648145,0
0.00246878,-0.00159294,0.00187767,0.999995,0.998117,0
0.0301568,-0.0180577,0.0237742,0.999992,0.976218,0
0.169543,-0.118515,0.121227,0.999985,0.878758,0
0.171534,-0.119447,0.123092,0.999993,0.876901,0
0.00800399,-0.00552639,0.00578701,0.999996,0.994209,0
0.0829965,-0.0480637,0.0664954,0.999994,0.933499,0
0.384223,-0.269979,0.273368,0.999995,0.726627,0
0.0665393,-0.0464029,0.0476827,0.999993,0.952311,0
0.0231527,-0.0162815,0.0164599,0.999995,0.983535,0
0.00372398,-0.00207318,0.00296479,0.999975,0.99701,0
0.095234,-0.0530831,0.0773978,0.999994,0.922596,0
0.757592,-0.431056,0.604802,0.999993,0.431056,0
0.0209169,-0.0125854,0.0164879,0.999997,0.983509,0
0.00702461,-0.00410303,0.00558776,0.999997,0.994409,0
0.274176,-0.150551,0.221337,0.99998,0.778643,0
0.0244686,-0.0163828,0.0181247,0.99999,0.981865,0
0.0121188,-0.00557009,0.0100876,0.999992,0.989904,0
0.512666,-0.358245,0.366633,0.999992,0.633359,0
0.366077,-0.258709,0.259001,0.999993,0.740991,0
0.000635062,-0.000421055,0.000472784,0.999998,0.999525,0
0.0350859,-0.0171248,0.0285286,0.999994,0.971465,0
0.756913,-0.369461,0.622684,0.99999,0.377305,0
0.167662,-0.117271,0.11981,1.0,0.88019,0
0.0067786,-0.00261107,0.00568599,0.999994,0.994308,0
0.00334194,-0.00168189,0.00280577,0.99999,0.997185,0
0.378204,-0.136516,0.326604,0.999992,0.673388,0
0.157021,-0.11094,0.111121,0.99999,0.888869,0
0.0102153,-0.00721549,0.00723106,0.999998,0.992767,0
0.00529256,-0.00374336,0.00374144,0.999994,0.996252,0
0.642399,-0.353935,0.512235,0.999995,0.48776,0
0.454995,-0.245155,0.368892,0.999994,0.631102,0
0.00242368,-0.00158126,0.00182706,0.999993,0.998166,0
0.0474176,-0.029579,0.036724,0.999988,0.963264,0
0.0356108,-0.024178,0.0261012,0.999996,0.973894,0
0.129268,-0.0910931,0.0917159,0.999988,0.908273,0
0.0214735,-0.0142093,0.016004,0.999993,0.983989,0
0.434254,-0.299136,0.314602,1.0,0.685398,0
0.32785,-0.175011,0.271903,0.99999,0.728087,0
0.0482958,-0.0330958,0.0351495,0.999993,0.964843,0
0.0163855,-0.00875876,0.0134133,0.999993,0.98658,0
0.526381,-0.365942,0.378186,0.999994,0.621807,0
0.0193365,-0.0131537,0.0141621,0.999995,0.985832,0
0.246563,-0.155276,0.188898,0.999995,0.811097,0
0.0177509,-0.00872877,0.0147066,0.999995,0.985288,0
0.0402052,-0.0280394,0.0288107,0.999996,0.971185,0
0.00038832,-0.000273244,0.00027591,1.0,0.999724,0
0.0257235,-0.017201,0.0190389,0.999997,0.980959,0
0.139667,-0.0987365,0.098782,0.999994,0.901212,0
0.00417669,-0.00283282,0.0030635,1.0,0.996936,0
0.120575,-0.0705428,0.0959014,0.999988,0.904086,0
1.22398e-05,-6.56574e-06,9.81551e-06,0.999989,0.999992,0
0.0163765,-0.00607313,0.0139071,0.999991,0.986084,0
0.16241,-0.111546,0.117976,0.999993,0.882017,0
0.136367,-0.0949923,0.0978261,0.999993,0.902167,0
0.217792,-0.0906128,0.18167,0.999991,0.818321,0
1.06759,-0.718006,0.787654,0.999996,0.71801,0
0.00992724,-0.00667484,0.00732666,0.999996,0.99267,0
0.354596,-0.250549,0.250925,0.999995,0.74907,0
0.814282,-0.459767,0.652428,0.999993,0.45977,0
0.00618253,-0.00317129,0.00507015,0.99999,0.99492,0
0.487962,-0.344725,0.345357,0.99999,0.654633,0
0.845592,-0.595209,0.600612,0.999997,0.595212,0
0.504688,-0.356662,0.357074,0.999995,0.642921,0
0.00929409,-0.00609513,0.00700086,0.99999,0.992989,0
0.261321,-0.177573,0.191373,0.999997,0.808624,0
0.0308695,-0.0194163,0.0237864,0.999993,0.976207,0
0.103068,-0.0630735,0.0807421,0.999991,0.919249,0
0.0245641,-0.0173456,0.0173932,0.999991,0.982598,0
0.0217844,-0.00865602,0.018643,0.999994,0.981351,0
0.00795132,-0.00265234,0.00687897,0.999992,0.993113,0
2.95255e-05,-1.61751e-05,2.41995e-05,0.999997,0.999973,0
0.0654991,-0.0456275,0.0469787,0.999961,0.952983,0
0.00298456,-0.00100192,0.00266421,0.999987,0.997323,0
0.460148,-0.277026,0.358327,0.999991,0.641664,0
0.000994505,-0.000566994,0.000785768,0.999992,0.999207,0
0.139344,-0.0936619,0.102774,1.0,0.897226,0
0.60841,-0.283271,0.495234,0.999995,0.504761,0
0.274849,-0.124252,0.228751,0.999999,0.771248,0
0.501997,-0.349082,0.36059,0.999994,0.639404,0
0.00492681,-0.00345347,0.0035134,1.0,0.996486,0
0.86156,-0.600038,0.618122,0.999989,0.600038,0
0.00610975,-0.00331466,0.00489694,0.999993,0.995096,0
0.0221314,-0.0148477,0.016346,0.999996,0.98365,0
0.026065,-0.017845,0.0189815,0.999991,0.981009,0
0.476273,-0.305168,0.361557,0.999988,0.63843,0
0.045338,-0.0320294,0.0320882,0.999994,0.967906,0
0.00304976,-0.00210716,0.00220382,0.999991,0.997787,0
0.0522472,-0.0350035,0.0386938,0.999986,0.961292,0
0.0486144,-0.022493,0.04067,0.999988,0.959318,0
0.00467585,-0.00312628,0.00346124,1.0,0.996539,0
0.141971,-0.0684289,0.115618,0.999996,0.884377,0
0.0327932,-0.0156046,0.027854,0.99999,0.972136,0
0.187781,-0.0994346,0.151472,0.999995,0.848523,0
0.00185645,-0.00124652,0.00137264,0.999997,0.998625,0
0.575997,-0.385215,0.426841,0.999992,0.573151,0
0.0134336,-0.00793121,0.0106589,0.999994,0.989335,0
0.0137697,-0.00785728,0.0111224,0.999989,0.988867,0
0.00774311,-0.00546647,0.00548393,0.999994,0.99451,0
0.00822615,-0.00573137,0.00590014,0.999994,0.994094,0
0.180545,-0.127562,0.127767,0.999989,0.872222,0
0.440376,-0.295144,0.326062,0.999994,0.673932,0
0.0853467,-0.0579654,0.0624828,0.999992,0.937509,0
0.021365,-0.0101926,0.0174034,0.999987,0.982583,0
0.0536195,-0.0278374,0.0444319,0.999991,0.955559,0
0.0673568,-0.0380109,0.0539247,0.999991,0.946066,0
0.0357958,-0.02524,0.0253826,0.999995,0.974612,0
0.0332255,-0.023233,0.0237465,1.0,0.976254,0
0.759143,-0.367831,0.617526,0.999992,0.382467,0
0.757452,-0.535092,0.536106,0.999996,0.535095,0
0.947788,-0.663036,0.677117,1.0,0.663036,0
0.0299659,-0.0206155,0.0217232,0.999994,0.978271,0
0.103123,-0.0727426,0.0730946,0.99999,0.926896,0
0.158184,-0.0702017,0.130721,0.999989,0.869268,0
0.225448,-0.141632,0.173913,0.999992,0.82608,0
0.0550209,-0.0229503,0.0452544,0.999992,0.954737,0
0.254425,-0.16541,0.192281,0.999987,0.807706,0
0.293779,-0.206952,0.208507,0.999995,0.791488,0
0.453154,-0.260131,0.362345,0.999941,0.637596,0
0.000274784,-0.000190949,0.00019753,0.999997,0.999799,0
2.34562e-05,-1.43555e-05,1.82986e-05,1.0,0.999982,0
1.20173,-0.790786,0.898552,0.999993,0.790793,0
0.00147708,-0.000992868,0.00109082,0.999991,0.9989,0
0.114372,-0.0763684,0.0849632,0.999989,0.915026,0
0.000144145,-4.97361e-05,0.00012666,0.999993,0.999866,0
0.000517488,-0.000253839,0.000434518,0.999993,0.999559,0
0.388153,-0.271759,0.27713,0.999994,0.722864,0
0.330979,-0.233108,0.234957,0.999997,0.76504,0
0.0297809,-0.0187215,0.0229308,0.999996,0.977065,0
0.489452,-0.269962,0.391152,0.999987,0.608835,0
0.0785605,-0.0547045,0.0563599,0.999992,0.943632,0
0.66445,-0.330642,0.547396,0.999988,0.452592,0
0.0183726,-0.0125643,0.0133854,0.999994,0.986609,0
0.0100467,-0.00498096,0.00822222,0.999992,0.99177,0
0.0306655,-0.0113668,0.0261789,0.999991,0.973812,0
0.00215184,-0.00142062,0.00161034,0.999995,0.998384,0
0.00516333,-0.00336938,0.0038954,0.999994,0.996099,0
0.0224149,-0.0155558,0.0161348,0.999995,0.98386,0
0.0614997,-0.0219284,0.0528467,0.999996,0.94715,0
0.0926291,-0.0574286,0.071577,0.999988,0.928411,0
0.00130461,-0.000710151,0.00105327,0.999995,0.998942,0
0.262076,-0.136239,0.211459,0.999993,0.788534,0
0.839546,-0.346215,0.685502,0.999991,0.34622,0
0.00392692,-0.00188647,0.00332886,0.999993,0.996665,0
0.0316793,-0.0149733,0.0257581,0.99999,0.974232,0
0.0636017,-0.034389,0.0514916,1.0,0.948508,0
0.367648,-0.250947,0.268429,0.999995,0.731566,0
0.00664755,-0.00452137,0.00486696,0.999995,0.995128,0
0.0106756,-0.00698546,0.0080207,0.999995,0.991975,0
0.0048357,-0.00330647,0.00352532,0.999994,0.996469,0
0.109106,-0.037952,0.0939893,0.999988,0.905999,0
0.0147095,-0.00818147,0.0118145,0.999993,0.988178,0
0.117036,-0.0567002,0.0979094,0.999993,0.902083,0
0.252511,-0.0992171,0.210983,0.999994,0.789011,0
0.0880516,-0.0441617,0.0719373,0.999991,0.928054,0
0.0193153,-0.00875282,0.0165265,0.999994,0.983468,0
0.057266,-0.0289593,0.047119,0.999991,0.952872,0
0.0408672,-0.0139494,0.0360999,0.999982,0.963882,0
0.0015557,-0.00109889,0.0011012,0.999991,0.99889,0
0.00345258,-0.0020853,0.00268608,0.999987,0.997301,0
0.000816451,-0.000273408,0.000720799,0.999996,0.999276,0
0.0503977,-0.0355289,0.0357433,0.999994,0.96425,0
0.0232677,-0.00927358,0.0194722,0.999994,0.980522,0
0.0107299,-0.00652625,0.00834054,0.999992,0.991651,0
1.23725,-0.667806,0.990347,0.999992,0.667809,0
0.00109022,-0.000430493,0.000951469,0.999996,0.999045,0
0.0074338,-0.00327034,0.00632507,0.999994,0.993669,0
0.177414,-0.120321,0.130227,0.999989,0.869762,0
0.000828879,-0.000541727,0.000624657,0.999996,0.999372,0
0.797305,-0.535966,0.587987,0.999989,0.535973,0
0.00338886,-0.00238175,0.00241059,0.999996,0.997586,0
0.00026929,-0.000148662,0.000218391,0.999994,0.999776,0
0.0021392,-0.00116515,0.0017302,0.999995,0.998265,0
0.0589708,-0.0237408,0.0509825,0.999989,0.949007,0
1.07088,-0.753802,0.760605,0.999995,0.753804,0
0.0498544,-0.0343786,0.0360831,0.999983,0.9639,0
0.0165266,-0.0103991,0.0127309,0.999992,0.987261,0
0.23844,-0.168491,0.168714,0.999994,0.83128,0
0.107189,-0.037154,0.0952421,0.999992,0.90475,0
0.0664861,-0.0309747,0.0543285,0.999991,0.945663,0
0.0195255,-0.0132436,0.0143254,0.999994,0.985669,0
0.00623393,-0.00324258,0.0050419,0.999983,0.994941,0
1.19528,-0.838853,0.851453,0.999994,0.838856,0
0.00217624,-0.00151628,0.00156045,1.0,0.998439,0
0.00189173,-0.00129237,0.00137943,0.999992,0.998612,0
0.0313209,-0.0218304,0.0224565,0.999991,0.977534,0
0.440664,-0.286813,0.331627,0.999986,0.668359,0
0.384342,-0.271416,0.272126,0.999986,0.72786,0
0.811464,-0.567317,0.580101,0.999984,0.56732,0
0.0312909,-0.0133886,0.0271953,0.999992,0.972797,0
0.0184765,-0.0127739,0.0133384,0.999993,0.986655,0
0.334398,-0.236005,0.236904,0.999994,0.763091,0
0.00814865,-0.00516775,0.00627655,0.999993,0.993717,0
0.0710583,-0.0490705,0.0513673,0.999994,0.948626,0
0.0061902,-0.00400096,0.0046761,0.999993,0.995317,0
0.00903239,-0.00637902,0.00639468,0.999996,0.993601,0
0.0252397,-0.0131314,0.0203578,0.999995,0.979637,0
0.00316223,-0.00147543,0.00263625,0.99999,0.997354,0
0.000243915,-0.000155284,0.000187099,0.999994,0.999807,0
0.235473,-0.111096,0.19827,0.999991,0.801721,0
0.132204,-0.0906782,0.0961406,0.999996,0.903855,0
0.10888,-0.0748837,0.0789841,0.999992,0.921007,0
0.0428906,-0.0237365,0.0347,0.999995,0.965295,0
0.0119152,-0.00836938,0.00848049,0.999996,0.991516,0
0.00148353,-0.000513573,0.00129205,0.999989,0.998697,0
0.875665,-0.557854,0.666668,0.999996,0.557854,0
