% 1. Title: Ensemble Adversarial Recognition Goodfellow CIFAR 100 
% 
% 2. Sources:
%      (a) Creator: Melanie Ducoffe
%      (b) Date: March, 16, 2017
% 
@RELATION adversarial_fisher

@ATTRIBUTE pred0  NUMERIC
@ATTRIBUTE class        {0, 1}
@DATA
7.12608e-18,1
0.00392468,1
3.44279e-14,1
0.0749488,1
6.50105e-07,1
1.77393e-11,1
6.56983e-08,1
1.38137e-09,1
0.000372038,1
0.000210297,1
1.71636e-13,1
2.68868e-20,1
0.0145777,1
8.84789e-05,1
2.88892e-18,1
3.60133e-15,1
7.47708e-15,1
3.16009e-10,1
4.50156e-11,1
0.0550126,1
9.98105e-07,1
5.9779e-17,1
6.80081e-15,1
1.62153e-09,1
1.55818e-18,1
1.43662e-31,1
4.62611e-15,1
2.3435e-15,1
0.00798381,1
7.93399e-12,1
7.43633e-18,1
2.61654e-12,1
2.36346e-07,1
4.73494e-05,1
2.16328e-15,1
1.36942e-14,1
1.11454e-06,1
5.13113e-06,1
1.79097e-12,1
0.150289,1
1.35269e-23,1
5.1963e-09,1
2.03443e-12,1
1.41299e-09,1
2.69381e-20,1
6.53479e-11,1
6.7465e-06,1
2.01381e-17,1
0.000300985,1
7.39194e-09,1
0.0515746,1
0.0123094,1
2.94306e-17,1
7.71216e-20,1
1.37711e-09,1
4.11246e-07,1
7.49535e-07,1
4.26562e-09,1
5.29957e-07,1
7.56395e-05,1
2.28955e-10,1
1.7552e-26,1
0.0128425,1
1.30724e-12,1
1.11131e-11,1
0.0222749,1
6.17863e-32,1
0.0509692,1
5.6307e-05,1
1.60189e-11,1
0.031928,1
0.0572707,1
0.000869348,1
1.42533e-07,1
5.33427e-07,1
3.50607e-09,1
2.07616e-10,1
6.65261e-16,1
0.00242822,1
4.36283e-23,1
6.57144e-05,1
3.14253e-10,1
0.00861546,1
8.8324e-09,1
5.21715e-12,1
1.59997e-08,1
4.74161e-07,1
0.113263,1
7.2804e-23,1
3.96386e-14,1
0.00241816,1
0.0184166,1
0.000902384,1
3.63891e-24,1
3.2017e-23,1
2.11124e-10,1
4.85777e-16,1
0.0718807,1
5.26126e-05,1
2.98965e-09,1
7.15046e-21,1
0.00757544,1
6.70432e-14,1
2.325e-19,1
5.91385e-10,1
1.64762e-12,1
1.72488e-10,1
8.25168e-07,1
0.0480063,1
3.01169e-05,1
4.77271e-08,1
3.31566e-13,1
0.00796977,1
1.41508e-07,1
5.91001e-07,1
0.0424509,1
0.0364159,1
8.83519e-14,1
2.27701e-17,1
8.28148e-06,1
6.37701e-07,1
1.74288e-19,1
3.07801e-10,1
5.59031e-12,1
0.000183111,1
4.56827e-14,1
2.31454e-13,1
0.000167391,1
1.53695e-18,1
0.100956,1
5.27922e-24,1
1.85058e-13,1
8.26084e-08,1
5.00541e-06,1
1.19598e-21,1
0.00674284,1
1.17824e-14,1
4.99355e-24,1
0.0364194,1
2.52987e-10,1
2.51564e-24,1
7.7911e-08,1
2.24651e-13,1
9.03706e-15,1
1.02912e-08,1
4.22929e-21,1
0.00367826,1
1.6973e-20,1
0.0123666,1
2.53192e-21,1
0.000143262,1
0.0168009,1
4.46489e-07,1
5.26935e-19,1
3.31323e-26,1
1.78206e-11,1
4.70186e-11,1
4.12335e-06,1
1.57191e-11,1
4.458e-09,1
1.06878e-24,1
2.28648e-22,1
4.59901e-21,1
6.75002e-13,1
1.31277e-13,1
9.94829e-08,1
3.0802e-20,1
3.9822e-15,1
2.33763e-07,1
2.43111e-16,1
4.29139e-14,1
0.00131948,1
4.3345e-08,1
3.76674e-07,1
0.042355,1
0.00154129,1
0.00468102,1
1.26839e-05,1
6.40276e-17,1
1.91096e-16,1
6.65576e-24,1
1.19056e-18,1
0.0530934,1
2.1828e-34,1
1.17235e-19,1
9.64987e-08,1
1.22517e-11,1
0.00116952,1
4.37032e-08,1
0.122331,0
0.155533,0
0.0588358,0
0.133325,0
0.0225044,0
0.132992,0
0.0461889,0
0.130652,0
0.133333,0
0.131355,0
0.0409541,0
0.132547,0
0.111647,0
0.133333,0
0.133333,0
0.0501833,0
0.133295,0
0.0666148,0
0.155554,0
0.125415,0
0.0663937,0
0.0667497,0
0.128997,0
0.062018,0
0.133268,0
0.0636939,0
0.0666652,0
0.0665257,0
0.0375142,0
0.13328,0
0.0523985,0
0.104855,0
0.0576623,0
0.139327,0
0.0666655,0
0.133313,0
0.0702974,0
0.133314,0
0.127805,0
0.155551,0
0.133191,0
0.0666666,0
0.133407,0
0.0666663,0
0.150108,0
0.0475597,0
0.13333,0
0.133333,0
0.133333,0
0.0565092,0
0.0224349,0
0.155551,0
0.0893563,0
0.133581,0
0.065771,0
0.0666664,0
0.0633358,0
0.154196,0
0.133333,0
0.0666325,0
0.133332,0
0.133333,0
0.0663153,0
0.0643684,0
0.133218,0
0.155449,0
0.0222346,0
0.133227,0
0.0214871,0
0.130641,0
0.0530134,0
0.153424,0
0.128954,0
0.130483,0
0.130621,0
0.0249098,0
0.0260267,0
0.118697,0
0.133333,0
0.133333,0
0.0222252,0
0.124214,0
0.0666637,0
0.0645426,0
0.147051,0
0.13996,0
0.133333,0
0.133221,0
0.121926,0
0.133333,0
0.133731,0
0.121171,0
0.0733788,0
0.13323,0
0.0230286,0
0.133329,0
0.129983,0
0.133385,0
0.04489,0
0.129989,0
0.0601679,0
0.133333,0
0.0830102,0
0.154346,0
0.133235,0
0.133248,0
0.133328,0
0.0598455,0
0.133333,0
0.133333,0
0.0651972,0
0.0665015,0
0.119836,0
0.127825,0
0.0977958,0
0.0224738,0
0.122486,0
0.141581,0
0.133589,0
0.13322,0
0.0451826,0
0.155483,0
0.0419908,0
0.110014,0
0.0666142,0
0.133333,0
0.13201,0
0.155545,0
0.133309,0
0.0642364,0
0.155401,0
0.133331,0
0.04664,0
0.133045,0
0.133347,0
0.155266,0
0.0265363,0
0.133333,0
0.127768,0
0.111402,0
0.0662592,0
0.122948,0
0.0955099,0
0.0533133,0
0.146339,0
0.0958621,0
0.12983,0
0.0215884,0
0.0706187,0
0.109952,0
0.133333,0
0.133332,0
0.129023,0
0.132084,0
0.130011,0
0.0241619,0
0.0683714,0
0.132186,0
0.133424,0
0.0170564,0
0.0666667,0
0.122352,0
0.131088,0
0.133331,0
0.130991,0
0.132881,0
0.133357,0
0.105571,0
0.133319,0
0.0665649,0
0.0666551,0
0.133333,0
0.133327,0
0.0660686,0
0.125957,0
0.15516,0
0.153928,0
0.102011,0
0.133333,0
0.0234272,0
0.103602,0
0.133207,0
0.133344,0
0.138205,0
0.0662229,0
0.133337,0
0.133324,0
0.0666639,0
0.133409,0
0.0635896,0
0.133767,0
0.133287,0
0.133182,0
0.155305,0
0.0666658,0
0.0444715,0
0.133327,0
0.133333,0
0.0950225,0
0.0666661,0
0.13326,0
0.0443678,0
0.128808,0
0.0558916,0
0.133268,0
0.0237704,0
0.0666667,0
0.133333,0
0.0631747,0
0.0666667,0
0.0545727,0
0.114564,0
0.144605,0
0.0666764,0
0.133332,0
0.100662,0
0.0665609,0
0.130144,0
0.133182,0
0.131497,0
0.133299,0
0.133326,0
0.130269,0
0.148252,0
0.0657428,0
0.0583943,0
0.135667,0
0.151836,0
0.105546,0
0.128616,0
0.0666518,0
0.0666664,0
0.0662414,0
0.0666677,0
0.0226187,0
0.065667,0
0.133309,0
0.132294,0
0.154248,0
0.152988,0
0.133329,0
0.132033,0
0.0605467,0
0.128631,0
0.13327,0
0.133233,0
0.128124,0
0.133333,0
0.132563,0
0.0222511,0
0.133412,0
0.132855,0
0.131211,0
0.133333,0
0.0445661,0
0.0214522,0
0.145278,0
0.133333,0
0.0536691,0
0.151377,0
0.155206,0
0.0453292,0
0.134582,0
0.0474186,0
0.133332,0
0.152639,0
0.15412,0
0.133393,0
0.113749,0
0.0640915,0
0.0264156,0
0.132997,0
0.1045,0
0.0710698,0
0.104096,0
0.0665272,0
0.133336,0
0.0188573,0
0.133334,0
0.155157,0
0.12883,0
0.155304,0
0.0666707,0
0.131777,0
0.0646453,0
0.132703,0
0.13317,0
0.111325,0
0.154833,0
0.133385,0
0.125114,0
0.0611229,0
0.0647673,0
0.13319,0
0.133329,0
0.133332,0
0.155378,0
0.133317,0
0.133027,0
0.133333,0
0.0656032,0
0.04552,0
0.133326,0
0.0659631,0
0.0687211,0
0.0363913,0
0.133333,0
0.133333,0
0.0666403,0
0.0666506,0
0.111192,0
0.056983,0
0.133279,0
0.133307,0
0.153529,0
0.151994,0
0.132745,0
0.0650502,0
0.117757,0
0.0633885,0
0.123791,0
0.128322,0
0.133333,0
0.138179,0
0.133333,0
0.126109,0
0.0222222,0
0.0633413,0
0.133333,0
0.133096,0
0.0472206,0
0.0327636,0
0.155428,0
0.0668272,0
0.133331,0
0.13309,0
0.0195356,0
0.124784,0
0.0170057,0
0.133333,0
0.0666797,0
0.133231,0
0.0224939,0
0.133143,0
0.150658,0
0.133147,0
0.133115,0
0.133871,0
0.133241,0
0.0873078,0
0.133327,0
0.0660836,0
0.133244,0
0.0814527,0
0.133329,0
0.108187,0
0.028126,0
0.129223,0
0.127141,0
0.155556,0
0.133333,0
0.122568,0
0.133334,0
0.133331,0
0.133563,0
0.133302,0
0.0833706,0
0.117096,0
0.026558,0
0.0988904,0
0.132303,0
0.0666664,0
0.0550963,0
0.140014,0
0.021235,0
0.131292,0
0.0663837,0
0.0369583,0
0.155555,0
0.155498,0
0.0667508,0
0.150455,0
0.133333,0
0.133333,0
0.133333,0
0.133329,0
0.0355176,0
0.133331,0
0.138025,0
0.145195,0
0.133328,0
0.14982,0
0.0666712,0
0.0666441,0
0.0666652,0
0.0667163,0
0.0460498,0
0.133078,0
0.0895023,0
0.15555,0
0.0740919,0
0.133085,0
0.12365,0
0.131972,0
0.139719,0
0.0666665,0
0.0586719,0
0.133276,0
0.133366,0
0.133333,0
0.152131,0
0.0666558,0
0.151709,0
0.14065,0
0.133333,0
0.0179017,0
0.155158,0
0.133333,0
0.0668192,0
0.133331,0
0.0666667,0
0.0663967,0
0.133333,0
0.0972168,0
0.0666669,0
0.137749,0
0.139024,0
0.0664668,0
0.0666578,0
0.133254,0
0.12783,0
0.133331,0
0.133278,0
0.0222216,0
0.0727994,0
0.0666666,0
0.133333,0
0.0662942,0
0.133167,0
0.0217106,0
0.0651178,0
0.133325,0
0.0499325,0
0.123698,0
0.0666666,0
0.132965,0
0.154492,0
0.133332,0
0.0459141,0
0.133333,0
0.13333,0
0.0221526,0
0.133334,0
0.0232148,0
0.0269764,0
0.131767,0
0.125493,0
0.132475,0
0.0640657,0
0.133333,0
0.083758,0
0.155341,0
0.134895,0
0.133333,0
0.0211586,0
0.124383,0
0.0450484,0
0.133342,0
0.0749029,0
0.133333,0
0.131131,0
0.133333,0
0.0983894,0
0.0832795,0
0.0658702,0
0.155551,0
0.133332,0
0.126806,0
0.132874,0
0.147942,0
0.113784,0
0.132603,0
0.133827,0
0.0407439,0
0.155554,0
0.0666613,0
0.0584025,0
0.131059,0
0.133333,0
0.1322,0
0.133333,0
0.133332,0
0.0683665,0
0.15247,0
0.13006,0
0.133333,0
0.133217,0
0.135107,0
0.0835756,0
0.133333,0
0.0575452,0
0.0223679,0
0.0610937,0
0.133334,0
0.129067,0
0.052192,0
0.129565,0
0.0518636,0
0.0653668,0
0.154542,0
0.152936,0
0.129542,0
0.106724,0
0.133333,0
0.155447,0
0.1259,0
0.049061,0
0.121935,0
0.0219598,0
0.0643815,0
0.0620683,0
0.0787837,0
0.0487423,0
0.13333,0
0.133164,0
0.152037,0
0.0666664,0
0.106294,0
0.0666649,0
0.133326,0
0.13314,0
0.0222276,0
0.133294,0
0.0281605,0
0.155509,0
0.133357,0
0.133338,0
0.0719478,0
0.017853,0
0.133319,0
0.13017,0
0.133327,0
0.132171,0
0.133333,0
0.128859,0
0.130379,0
0.155556,0
0.131075,0
0.130951,0
0.150259,0
0.152501,0
0.0635901,0
0.128222,0
0.133181,0
0.0617324,0
0.148346,0
0.0482054,0
0.133205,0
0.155535,0
0.0641641,0
0.0666618,0
0.0666661,0
0.130228,0
0.127276,0
0.133333,0
0.0929551,0
0.133106,0
0.131722,0
0.132104,0
0.155308,0
0.120051,0
0.0753995,0
0.129503,0
0.132487,0
0.154746,0
0.0476608,0
0.133096,0
0.133253,0
0.134573,0
0.133333,0
0.0608154,0
0.130529,0
0.11548,0
0.13332,0
0.063722,0
0.0666715,0
0.155554,0
0.133333,0
0.13334,0
0.0563449,0
0.133312,0
0.133333,0
0.0517186,0
0.0652097,0
0.133333,0
0.128005,0
0.0666645,0
0.0446658,0
0.130825,0
0.0528041,0
0.0570998,0
0.127478,0
0.0481299,0
0.0639319,0
0.133333,0
0.0249444,0
0.152052,0
0.0666975,0
0.133333,0
0.0473536,0
0.0365623,0
0.1294,0
0.0878811,0
0.133505,0
0.133324,0
0.133333,0
0.132919,0
0.130181,0
0.0634716,0
0.121186,0
0.133333,0
0.141227,0
0.0443093,0
0.0549151,0
0.13331,0
0.133333,0
0.128369,0
0.126292,0
0.0504049,0
0.0208017,0
0.0666256,0
0.106558,0
0.019052,0
0.0553138,0
0.0522386,0
0.0222416,0
0.056042,0
0.0666486,0
0.133264,0
0.133333,0
0.13328,0
0.117182,0
0.12674,0
0.133206,0
0.130047,0
0.0491398,0
0.0666647,0
0.0590483,0
0.133311,0
0.0661467,0
0.133504,0
0.0671717,0
0.132824,0
0.13092,0
0.132312,0
0.132181,0
0.0666732,0
0.0667121,0
0.0447675,0
0.0205892,0
0.0347361,0
0.0623657,0
0.0665546,0
0.107601,0
0.0439111,0
0.133336,0
0.0631092,0
0.134936,0
0.131317,0
0.133917,0
0.0602723,0
0.131603,0
0.0666667,0
0.12554,0
0.132597,0
0.133165,0
0.0666619,0
0.0666884,0
0.0680267,0
0.133333,0
0.1203,0
0.132825,0
0.133056,0
0.133233,0
0.0636165,0
0.128576,0
0.133333,0
0.0641645,0
0.103984,0
0.0466041,0
0.0251167,0
0.133333,0
0.129629,0
0.117337,0
0.132241,0
0.132619,0
0.154404,0
0.155547,0
0.133333,0
0.0661969,0
0.0965064,0
0.0666596,0
0.127492,0
0.110982,0
0.106917,0
0.0660448,0
0.131849,0
0.0732463,0
0.155465,0
0.133244,0
0.0616357,0
0.0655032,0
0.154337,0
0.13225,0
0.133332,0
0.133333,0
0.133312,0
0.0655849,0
0.133622,0
0.102642,0
0.133311,0
0.132541,0
0.133248,0
0.0632047,0
0.133268,0
0.133319,0
0.112928,0
0.12028,0
0.155552,0
0.129705,0
0.123488,0
0.108379,0
0.133661,0
0.0672306,0
0.109705,0
0.0666666,0
0.133287,0
0.133376,0
0.133342,0
0.0666181,0
0.129031,0
0.133333,0
0.0899469,0
0.133331,0
0.133333,0
0.0373551,0
0.133072,0
0.0613269,0
0.131309,0
0.133276,0
0.155539,0
0.130124,0
0.133336,0
0.111107,0
0.133332,0
0.130834,0
0.131462,0
0.133334,0
0.0452925,0
0.133311,0
0.155332,0
0.15227,0
0.133284,0
0.133333,0
0.0533166,0
0.0661804,0
0.0502558,0
0.145676,0
0.133333,0
0.0727946,0
0.0207319,0
0.0698246,0
0.149165,0
0.124609,0
0.132617,0
0.133238,0
0.064225,0
0.0669182,0
0.0943659,0
0.1307,0
0.0760429,0
0.133182,0
0.124305,0
0.133333,0
0.0645144,0
0.0667604,0
0.0567226,0
0.0215937,0
0.0658535,0
0.123271,0
0.133321,0
0.135219,0
0.133325,0
0.149328,0
0.0666273,0
0.0686676,0
0.039822,0
0.133332,0
0.13356,0
0.124725,0
0.0453225,0
0.15554,0
0.0842459,0
0.154373,0
0.0715334,0
0.115759,0
0.130411,0
0.133333,0
0.138238,0
0.0956504,0
0.133332,0
0.13327,0
0.0912962,0
0.133333,0
0.0665546,0
0.133333,0
0.133333,0
0.133333,0
0.133333,0
0.133333,0
0.13183,0
0.13327,0
0.133333,0
0.132806,0
0.0666645,0
0.0614067,0
0.0396179,0
0.0278055,0
0.122299,0
0.0669207,0
0.018044,0
0.133333,0
0.0665941,0
0.075622,0
0.124195,0
0.132747,0
0.133332,0
0.0463378,0
0.132847,0
0.117716,0
0.108357,0
0.0666639,0
0.13334,0
0.0666726,0
0.133332,0
0.0875008,0
0.12818,0
0.0674276,0
0.108847,0
0.0663138,0
0.0539106,0
0.132494,0
0.130393,0
0.0421382,0
0.137497,0
0.131722,0
0.0590563,0
0.126874,0
0.132055,0
0.132597,0
0.133333,0
0.0666799,0
0.133221,0
0.0444635,0
0.133333,0
0.126833,0
0.0620301,0
0.155152,0
0.131432,0
0.133322,0
0.0445512,0
0.128259,0
0.133325,0
0.0994783,0
0.118492,0
0.134884,0
0.0591251,0
0.13333,0
0.10221,0
0.0666375,0
0.121186,0
0.0666666,0
0.055499,0
0.050347,0
0.132928,0
0.154294,0
0.150334,0
0.132612,0
0.129692,0
0.132168,0
0.124513,0
0.155507,0
0.0918169,0
0.133227,0
0.153783,0
0.124618,0
0.133357,0
0.132986,0
0.133333,0
0.127359,0
0.0665624,0
0.133258,0
0.0666106,0
0.133324,0
0.13183,0
0.0838641,0
0.155163,0
0.0662327,0
0.131775,0
0.133181,0
0.154399,0
0.155509,0
0.0666032,0
0.133329,0
0.133249,0
0.115503,0
0.0707802,0
0.126777,0
0.0694415,0
0.0444733,0
0.133333,0
0.152306,0
0.0555887,0
0.0336861,0
0.0656802,0
0.132941,0
0.133369,0
0.133288,0
0.133334,0
0.101645,0
0.128941,0
0.118334,0
0.130798,0
0.112991,0
0.133131,0
0.0666791,0
0.0542635,0
0.132574,0
0.0648861,0
0.133333,0
0.0666635,0
0.133249,0
0.13377,0
0.155555,0
0.130333,0
0.133333,0
0.15534,0
0.0666547,0
0.0977786,0
0.155555,0
0.0221927,0
0.149653,0
0.131703,0
0.0222242,0
0.130989,0
0.0669082,0
0.0660301,0
0.0369549,0
0.0665241,0
0.0359204,0
0.131552,0
0.0639565,0
0.13334,0
0.0215881,0
0.143868,0
0.133318,0
0.132697,0
0.149717,0
0.136485,0
0.133333,0
0.0961244,0
0.133235,0
0.154411,0
0.105186,0
0.0668037,0
0.133333,0
0.07241,0
0.133333,0
0.13324,0
0.0220384,0
0.133325,0
0.133333,0
0.0663783,0
0.106472,0
0.133128,0
0.0762073,0
0.0222447,0
0.13313,0
0.133341,0
0.13333,0
0.133318,0
0.132819,0
0.126753,0
0.132674,0
0.132364,0
0.0515683,0
0.126592,0
0.0665588,0
0.11009,0
0.133333,0
0.133332,0
0.0582287,0
0.155555,0
0.0665147,0
0.133333,0
0.133466,0
0.15507,0
0.133333,0
0.15417,0
0.134681,0
0.100261,0
0.13333,0
0.13332,0
0.13333,0
0.113697,0
0.0849058,0
0.0737713,0
0.141268,0
0.0635871,0
0.133376,0
0.0639749,0
0.131532,0
0.0861962,0
0.133332,0
0.0666273,0
0.131377,0
0.0667329,0
0.125152,0
0.132724,0
0.101776,0
0.132983,0
0.0665636,0
0.133314,0
0.119421,0
0.133311,0
0.133265,0
0.155289,0
0.1327,0
0.0158277,0
0.0665526,0
0.13299,0
0.0653429,0
0.141783,0
0.133287,0
0.0222244,0
0.133284,0
0.101556,0
0.133333,0
0.130675,0
0.133333,0
0.125437,0
0.155523,0
0.0222269,0
0.133262,0
0.12885,0
0.154476,0
0.139716,0
0.132599,0
0.133333,0
0.0654134,0
0.134164,0
0.155039,0
0.131533,0
0.133329,0
0.132961,0
0.132998,0
0.133498,0
0.154932,0
0.133333,0
0.133333,0
0.0665584,0
0.0594366,0
0.1332,0
0.0255801,0
0.0416226,0
0.128684,0
0.0666689,0
0.0464465,0
0.124702,0
0.055833,0
0.148054,0
0.062996,0
0.133332,0
0.132722,0
0.0678491,0
0.111663,0
0.139294,0
0.130049,0
0.155064,0
0.152725,0
0.132121,0
0.130275,0
0.133333,0
0.132938,0
0.133333,0
0.133299,0
0.140815,0
0.0895416,0
0.131699,0
0.133332,0
0.151701,0
0.025016,0
0.0217796,0
0.130108,0
0.133333,0
0.0666447,0
0.121487,0
0.155548,0
0.1333,0
0.132975,0
0.0666553,0
0.133366,0
0.0276008,0
0.133153,0
0.133333,0
0.133288,0
0.134361,0
0.0623134,0
0.0666758,0
0.0666629,0
0.155552,0
0.133333,0
0.155554,0
0.133332,0
0.127849,0
0.131211,0
0.133333,0
0.066654,0
0.135697,0
0.05628,0
0.119517,0
0.132978,0
0.0682365,0
0.133333,0
0.0229917,0
0.0527879,0
0.128746,0
0.0945002,0
0.0993244,0
0.142796,0
0.0691779,0
0.063684,0
0.121682,0
0.066665,0
0.133347,0
0.066645,0
0.135925,0
0.133333,0
0.133269,0
0.148518,0
0.134772,0
0.133276,0
0.109239,0
0.13333,0
0.155391,0
0.133333,0
0.133333,0
0.0666689,0
0.066538,0
0.0895211,0
0.133333,0
0.154666,0
0.122215,0
0.0936674,0
0.0627175,0
0.0455539,0
0.133309,0
0.155542,0
0.0507178,0
0.155556,0
0.133293,0
0.0712824,0
0.131029,0
0.133333,0
0.0629662,0
0.132619,0
0.133059,0
0.133026,0
0.133309,0
0.133205,0
0.132565,0
0.0226235,0
0.133129,0
0.135987,0
0.127575,0
0.0439412,0
0.0206958,0
0.0939422,0
0.0360874,0
0.0663769,0
0.133332,0
0.133231,0
0.129389,0
0.0614386,0
0.0697754,0
0.133314,0
0.133328,0
0.133015,0
0.133333,0
0.133404,0
0.144183,0
0.133333,0
0.130591,0
0.15516,0
0.104426,0
0.133345,0
0.151992,0
0.0658555,0
0.13129,0
0.128467,0
0.131737,0
0.131603,0
0.132635,0
0.0545848,0
0.127005,0
0.0621404,0
0.133299,0
0.123337,0
0.0670157,0
0.1554,0
0.154191,0
0.154059,0
0.132102,0
0.0664971,0
0.133194,0
0.131882,0
0.0727277,0
0.12838,0
0.0698721,0
0.066659,0
0.0642765,0
0.1545,0
0.133213,0
0.0482655,0
0.0482528,0
0.0509365,0
0.10813,0
0.0659047,0
0.155535,0
0.0666664,0
0.0185875,0
0.129946,0
0.0660352,0
0.133347,0
0.0573998,0
0.148767,0
0.0666655,0
0.130224,0
0.152052,0
0.129008,0
0.0658157,0
0.131513,0
0.133413,0
0.122416,0
0.134843,0
0.134897,0
0.129553,0
0.154939,0
0.0632719,0
0.133333,0
0.133333,0
0.133129,0
0.154933,0
0.13478,0
0.133208,0
0.133339,0
0.091799,0
0.0859211,0
0.129511,0
0.133652,0
0.132864,0
0.133333,0
0.130933,0
0.133528,0
0.133329,0
0.112008,0
0.155153,0
0.112931,0
0.155555,0
0.154717,0
0.0268558,0
0.0610096,0
0.0845365,0
0.0666526,0
0.0666636,0
0.133631,0
0.0643774,0
0.0666706,0
0.133333,0
0.121502,0
0.133261,0
0.0226634,0
0.149277,0
0.133446,0
0.150438,0
0.0379506,0
0.031544,0
0.13333,0
0.0228104,0
0.152293,0
0.115488,0
0.133321,0
0.133333,0
0.133649,0
0.0666656,0
0.13333,0
0.111087,0
0.148694,0
0.131804,0
0.0630103,0
0.132357,0
0.13331,0
0.132973,0
0.131695,0
0.0666834,0
0.151881,0
0.133245,0
0.133255,0
0.155433,0
0.155542,0
0.0594387,0
0.0262235,0
0.133091,0
0.133288,0
0.146292,0
0.155469,0
0.0871095,0
0.0660817,0
0.0548056,0
0.107441,0
0.0230072,0
0.133333,0
0.155539,0
0.0666666,0
0.066664,0
0.0651835,0
0.0666657,0
0.0232528,0
0.1333,0
0.0640177,0
0.0650332,0
0.154935,0
0.133331,0
0.150206,0
0.117959,0
0.0583233,0
0.0603638,0
0.126691,0
0.133293,0
0.134528,0
0.0666793,0
0.0632888,0
0.123619,0
0.12809,0
0.0652587,0
0.13333,0
0.0797148,0
0.133333,0
0.0628091,0
0.133278,0
0.0222749,0
0.0701611,0
0.133328,0
0.122701,0
0.150554,0
0.0905015,0
0.133224,0
0.0293977,0
0.151723,0
0.133274,0
0.131124,0
0.0614181,0
0.151746,0
0.0479891,0
0.133332,0
0.15174,0
0.110088,0
0.133099,0
0.0222033,0
0.154259,0
0.0936683,0
0.0495745,0
0.132574,0
0.0547341,0
0.133319,0
0.1405,0
0.111734,0
0.066648,0
0.0665058,0
0.12933,0
0.047594,0
0.091356,0
0.133332,0
0.133329,0
0.123497,0
0.066669,0
0.154004,0
0.0663209,0
0.123425,0
0.129693,0
0.135886,0
0.133036,0
0.133329,0
0.0666338,0
0.0621612,0
0.155526,0
0.0845619,0
0.137295,0
0.0666585,0
0.133332,0
0.0732285,0
0.155549,0
0.133312,0
0.0218951,0
0.131333,0
0.131964,0
0.135432,0
0.118845,0
0.0666667,0
0.129934,0
0.149806,0
0.155369,0
